c5large_size_arr,c5large_num_proc,c5large_time_avg,c5large_time_std,c5large_cpu_ut_avg,c5large_cpu_ut_std,c5xlarge_size_arr,c5xlarge_num_proc,c5xlarge_time_avg,c5xlarge_time_std,c5xlarge_cpu_ut_avg,c5xlarge_cpu_ut_std,c52xlarge_size_arr,c52xlarge_num_proc,c52xlarge_time_avg,c52xlarge_time_std,c52xlarge_cpu_ut_avg,c52xlarge_cpu_ut_std,r5large_size_arr,r5large_num_proc,r5large_time_avg,r5large_time_std,r5large_cpu_ut_avg,r5large_cpu_ut_std,r5xlarge_size_arr,r5xlarge_num_proc,r5xlarge_time_avg,r5xlarge_time_std,r5xlarge_cpu_ut_avg,r5xlarge_cpu_ut_std,r52xlarge_size_arr,r52xlarge_num_proc,r52xlarge_time_avg,r52xlarge_time_std,r52xlarge_cpu_ut_avg,r52xlarge_cpu_ut_std,m5large_size_arr,m5large_num_proc,m5large_time_avg,m5large_time_std,m5large_cpu_ut_avg,m5large_cpu_ut_std,m5xlarge_size_arr,m5xlarge_num_proc,m5xlarge_time_avg,m5xlarge_time_std,m5xlarge_cpu_ut_avg,m5xlarge_cpu_ut_std,m52xlarge_size_arr,m52xlarge_num_proc,m52xlarge_time_avg,m52xlarge_time_std,m52xlarge_cpu_ut_avg,m52xlarge_cpu_ut_std,m54xlarge_size_arr,m54xlarge_num_proc,m54xlarge_time_avg,m54xlarge_time_std,m54xlarge_cpu_ut_avg,m54xlarge_cpu_ut_std
128,4,8.149087167,0.07713807623,99.95,0.09219544457,128,4,4.092896748,0.03612986742,99.5425,0.4898405353,128,4,1.918220878,0.03882736785,49.67375,49.62830529,128,4,9.021570873,0.09295585949,99.95,0.06708203932,128,4,4.532600594,0.03340297259,99.6075,0.4628107064,128,4,2.102753043,0.02203485085,49.77625,49.7051085,128,4,8.938247132,0.07087444957,99.915,0.1558043645,128,4,4.468163681,0.0397267159,99.6,0.5133225107,128,4,2.104960203,0.03351333156,49.77125,49.71020819,128,4,2.122530079,0.03787341479,24.796875,42.92216127
128,8,16.29903286,0.08989355214,99.96,0.05830951895,128,8,8.184151912,0.06364369147,99.8225,0.1739073029,128,8,4.075853062,0.02957616752,99.28375,0.5749877716,128,8,18.02678657,0.2091587181,99.945,0.0668954408,128,8,9.076926541,0.125651215,99.8725,0.1548991607,128,8,4.509455657,0.05048458633,99.4225,0.4535898478,128,8,17.90982471,0.123873918,99.975,0.04330127019,128,8,8.902023029,0.07227417203,99.83,0.1763519209,128,8,4.466203618,0.04997245741,99.3125,0.5399942129,128,8,2.155999517,0.05372682201,49.343125,49.27150751
128,16,32.69050422,0.2606168691,99.99,0.03,128,16,16.36981616,0.0941004556,99.91,0.06633249581,128,16,8.111597061,0.0618321763,99.59,0.2791057147,128,16,36.05578439,0.3280964473,99.99,0.03,128,16,18.10341942,0.1456656935,99.8625,0.1133302696,128,16,9.007162166,0.09282130656,99.63875,0.2441791095,128,16,35.85646656,0.2053878069,99.995,0.02179449472,128,16,17.86397793,0.09728258293,99.9,0.07071067812,128,16,8.898699617,0.06450674045,99.74125,0.1901931584,128,16,4.511297965,0.05169567003,98.723125,0.5842967862
128,20,40.85496244,0.2959524594,100,0,128,20,20.45546498,0.2108790725,99.935,0.09367496998,128,20,10.18006687,0.08437090279,99.21,0.6556675987,128,20,45.14309175,0.3691627809,99.995,0.02179449472,128,20,22.65532219,0.1546739709,99.905,0.1377497731,128,20,11.30762246,0.1241134185,99.30625,0.5392920707,128,20,44.75169773,0.3269324538,99.99,0.03,128,20,22.31719105,0.1794951983,99.91,0.09695359715,128,20,11.16818001,0.09833450299,99.4575,0.3141556143,128,20,5.878901792,0.08460726102,91.305,4.474536289
,,,,,,,,,,,,256,1,15.14140429,0.2513647364,12.50125,33.06764466,,,,,,,,,,,,,256,1,16.7461796,0.2065690994,12.51,33.06057168,256,1,16.59071295,0.1654155495,50.025,49.95501852,256,1,16.60715804,0.2409092634,25.015,43.29262379,256,1,16.61184931,0.198938006,12.50625,33.06198475,256,1,16.65777197,0.2326832313,6.254375,24.20244525
,,,,,,,,,,,,256,2,15.29536259,0.2216707129,24.91625,43.15229555,,,,,,,,,,,,,256,2,16.81274273,0.2601979211,24.96375,43.17845309,256,2,36.02071943,0.4050771606,99.84,0.2745906044,256,2,16.76703925,0.2308178552,49.9275,48.61016862,256,2,16.82509239,0.200225837,24.95375,43.19283779,256,2,17.08081229,0.3454670392,12.464375,32.9666827
,,,,,,,,,,,,256,4,15.27529008,0.2308324548,49.69875,49.65210341,,,,,,,,,,,,,256,4,16.91042721,0.3143743887,49.78125,49.75730372,256,4,71.40668554,0.6375555197,99.965,0.06538348415,256,4,35.58428397,0.3456411119,99.71,0.3389690251,256,4,16.75999005,0.1628770194,49.755,49.73189595,256,4,16.97463672,0.3904218202,24.914375,43.11779338
,,,,,,,,,,,,256,8,32.5528717,0.3424965477,99.34375,0.5888216517,,,,,,,,,,,,,256,8,35.91220508,0.3015382773,99.4825,0.4045908427,256,8,143.7906444,1.525468345,99.99,0.03,256,8,71.0730433,0.7910713444,99.835,0.1574007624,256,8,35.61820595,0.4169728057,99.4325,0.422426029,256,8,17.25305896,0.3972200582,49.510625,49.49764464
,,,,,,,,,,,,256,16,64.87134531,0.5128452774,99.735,0.192418814,,,,,,,,,,,,,256,16,71.92406373,0.5321205819,99.75875,0.1793695557,256,16,287.2694942,2.735031825,100,0,256,16,142.6252401,1.559198523,99.9275,0.08058380731,256,16,71.39598079,0.6484770663,99.76,0.1729161647,256,16,35.96185532,0.3832091054,99.12375,0.4105617341
,,,,,,,,,,,,256,20,81.47255597,0.8400202573,99.45,0.4474930167,,,,,,,,,,,,,256,20,90.03401351,0.8967571121,99.695,0.2397394419,256,20,358.8684631,2.783080688,99.995,0.02179449472,256,20,177.5760974,1.959111784,99.9475,0.06703543839,256,20,88.87718844,0.6600988513,99.72625,0.2234635037,256,20,45.93653426,0.9649061292,95.181875,3.113917787
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,1,133.1417634,1.964147844,12.5,33.07189139,512,1,131.7034478,1.433371883,50,50,512,1,132.5879035,1.833053317,25,43.30127019,512,1,132.6028995,1.387578195,12.5,33.07189139,512,1,133.7321579,3.28022089,6.25,24.20614591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,2,133.9951108,1.416030275,24.98375,43.24748965,512,2,285.5588895,2.689342171,99.815,0.292018835,512,2,133.3204903,1.946903553,49.9375,49.70261908,512,2,133.278337,1.602745405,24.94625,43.20009243,512,2,135.5051317,1.951072673,12.45875,32.9632056
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,4,133.4308321,2.053552955,49.755,49.74867812,512,4,566.4162743,5.827382898,99.94,0.14628738838327834},512,4,283.1596805,2.784955228,99.6925,0.4309219767,512,4,133.9623724,1.827407833,49.70625,49.0701904,512,4,133.8590419,2.756623251,24.879375,43.08920267
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,8,281.1971102,3.482192379,99.505,0.3632836357,,,,,,,512,8,563.7315882,5.027566544,99.7375,0.2287875652215388},512,8,281.8770546,3.10397115,99.53625,0.3921873755,512,8,134.8710162,2.775933994,49.634375,49.63453063
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,16,570.0109101,3.931963689,99.71125,0.189732542,,,,,,,,,,,,,512,16,565.2518739,6.58076435,99.67875,0.2142975443,512,16,283.3778408,2.931674548,99.145,0.4387197283
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,20,706.2635883,8.357322074,99.80875,0.1467938606,,,,,,,,,,,,,512,20,704.8210557,4.392640416,99.77875,0.16484367594785101},512,20,358.2081594,5.133579512,98.4475,1.0213930438376797}
